Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Sequence)	Level (Unit)	Level (Module)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Action	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Original Problem Name)	CF (oli:activityGuid)	CF (oli:highStakes)	CF (oli:purpose)	CF (oli:resourceType)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
21716	All Data	681d9061d0ecff49d1fba90cbec3c945	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:05	America/New_York	58.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:05:51.186 UTC	
21717	All Data	e49a7ecdba89471f6ebd6db5c9accc4f	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:05	America/New_York	58.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:05:51.185 UTC	
21718	All Data	e3a47eaefb8be6b36e0ebf43bf72a8a2	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:05	America/New_York	5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02	done ButtonPressed	1	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-08 23:05:56.882 UTC	2018-07-08 23:05:56.908 UTC
21719	All Data	27bcd6756864f86956c9854cda6ab1de	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	94.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02	submit_btn2 ButtonPressed	1	1	CORRECT	ans_table_c2																								UpdateTextField		~p|(~q&q)		Good move				none	none	Single-KC		KC273		Carnegie Mellon University	csdmpf18						-1	2018-07-08 23:10:40.290 UTC	2018-07-08 23:10:40.306 UTC
21720	All Data	09d3af924a15ad0d31c10c3c95b2e0af	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	94.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:10:40.304 UTC	
21721	All Data	68bd74cddbec2fc560549ed42a40a12c	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	94.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:10:40.302 UTC	
21722	All Data	c219313f27b76fb9d284053d9674e7f6	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	1.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02	submit_btn3 ButtonPressed	1	1	CORRECT	ans_table_c3																								UpdateTextField		~p		Good move				none	none	Single-KC		KC132		Carnegie Mellon University	csdmpf18						-1	2018-07-08 23:10:45.491 UTC	2018-07-08 23:10:45.506 UTC
21723	All Data	ed23e022dcb5d4148fc36397bcf1b408	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	1.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02					group4																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:10:45.503 UTC	
21724	All Data	731b772383799ce61b23910e7e686f0b	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	1.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02					ans_table_c3																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:10:45.501 UTC	
21725	All Data	456d7239894964e2345810b8dd87ba30	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:10	America/New_York	2	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	5	7/8/18 23:02	done ButtonPressed	2	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						-1	2018-07-08 23:10:47.619 UTC	2018-07-08 23:10:47.628 UTC
21736	All Data	8187b7211799ac5a834282ff0faab58d	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	15.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		p|(p&q)|q		Good move				none	none	Single-KC		KC8		Carnegie Mellon University	csdmpf18						-1	2018-07-08 23:15:11.630 UTC	2018-07-08 23:15:11.649 UTC
21737	All Data	821e63a42816f9a525d53bf4737379b5	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	15.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:15:11.647 UTC	
21738	All Data	8c5c56dff40b6a0a658e8ec490b1ad5b	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	15.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:15:11.645 UTC	
21739	All Data	b92e0db4c7cf1bab32b328a7801a5dc3	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	4.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02	submit_btn2 ButtonPressed	1	1	CORRECT	ans_table_c2																								UpdateTextField		p|q		Good move				none	none	Single-KC		KC170		Carnegie Mellon University	csdmpf18						-1	2018-07-08 23:15:25.302 UTC	2018-07-08 23:15:25.319 UTC
21740	All Data	223ae728fc3720fa10720092dc3d7154	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	4.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:15:25.315 UTC	
21741	All Data	be2fe08879b5cf32464cfecdf8eb8e0f	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	4.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-08 23:15:25.316 UTC	
21742	All Data	bb3e0d121e51d624aab148709a04619e	Stu_340b34638cb59a8250de6b4cd21b364a	7c222f4f0a0001dc3fd29064d1189199	7/8/18 23:15	America/New_York	2	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	5	7/8/18 23:02	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC9		Carnegie Mellon University	csdmpf18						-1	2018-07-08 23:15:27.3 UTC	2018-07-08 23:15:27.10 UTC
22453	All Data	4355c7cfea409f6028f650955dcbce4e	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:05	Asia/Singapore	46.333	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		~(p&q)&(~p|q)		Good move				none	none	Single-KC		KC149		Carnegie Mellon University	csdmpf18						-1	2018-07-07 08:05:43.940 UTC	2018-07-07 08:05:43.992 UTC
22454	All Data	c29e7110e2d5891d2d2ab9c199a6517b	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:05	Asia/Singapore	46.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:05:43.984 UTC	
22455	All Data	8af6116b88e99123c9a12a7ae2a1bb15	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:05	Asia/Singapore	46.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:05:43.986 UTC	
22456	All Data	67f8bfa74a5a57930003a5b6697ea071	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:05	Asia/Singapore	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57	undefined undefined	1	1	HINT	hint	submit_btn1																							ButtonPressed	PreviousFocus	hint request		"Try applying deMorgan to the subexpression<p style=""margin: 0;"">~(p & q)</p>"		1	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 08:05:45.445 UTC	2018-07-07 08:05:45.468 UTC
22457	All Data	6d9dc077fe918bf4be63c34cc208ff8b	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	6.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57	submit_btn2 ButtonPressed	1	1	CORRECT	ans_table_c2																								UpdateTextField		(~p|~q)&(~p|q)		Good move				none	none	Single-KC		KC273		Carnegie Mellon University	csdmpf18						-1	2018-07-07 08:06:05.628 UTC	2018-07-07 08:06:05.654 UTC
22458	All Data	86841d8773bbf85188559ddb65dedb63	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	6.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:06:05.649 UTC	
22459	All Data	96a60fabc8601390dadb6ad4df8c4b88	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	6.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:06:05.651 UTC	
22460	All Data	8807e53d93e453af7b0eea050110895d	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	2.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						-1	2018-07-07 08:06:15.851 UTC	2018-07-07 08:06:15.860 UTC
22461	All Data	b3a62f1bd66e410bd9d685ad2fc5a22f	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	2.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57	submit_btn3 ButtonPressed	1	1	CORRECT	ans_table_c3																								UpdateTextField		~p		Good move				none	none	Single-KC		KC132		Carnegie Mellon University	csdmpf18						-1	2018-07-07 08:06:15.741 UTC	2018-07-07 08:06:15.760 UTC
22462	All Data	49f628abe254b88306659142f92a0df9	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	2.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57					group4																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:06:15.757 UTC	
22463	All Data	59e0ed89079b791fb1b64a6206c53c1f	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:06	Asia/Singapore	2.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 6:57					ans_table_c3																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:06:15.755 UTC	
22464	All Data	63b870139985b6f2e4e2ab1b6ac5a4a8	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:08	Asia/Singapore	38.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 6:57	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC9		Carnegie Mellon University	csdmpf18						-1	2018-07-07 08:08:49.571 UTC	2018-07-07 08:08:49.581 UTC
22465	All Data	d2394a28e4bb0ed59f330027eb3a2405	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:08	Asia/Singapore	38.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 6:57	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		p|q		Good move				none	none	Single-KC		KC8		Carnegie Mellon University	csdmpf18						-1	2018-07-07 08:08:49.476 UTC	2018-07-07 08:08:49.513 UTC
22466	All Data	4a80690fbe25352ed652b69549ad9dfe	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:08	Asia/Singapore	38.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 6:57					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:08:49.509 UTC	
22467	All Data	f45d9e55a7d7981cf7dbe7c594c6cab5	Stu_37298a426fa975ec85eae16b4059b8f5	72b3d69d0a0001dc61623c0f60206ce7	7/7/18 8:08	Asia/Singapore	38.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 6:57					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-07 08:08:49.508 UTC	
23119	All Data	fb8a2815e319d403914bf6fd207b1b2a	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:34	America/New_York	19.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	done ButtonPressed	1	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-21 21:34:54.325 UTC	2018-07-21 21:34:54.347 UTC
23120	All Data	47388dca8d1987c16574ef88454218dd	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:34	America/New_York	19.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		(~p | ~q) & (~p | q) & (q | ~q)		Good move				none	none	Single-KC		KC149		Carnegie Mellon University	csdmpf18						-1	2018-07-21 21:34:54.240 UTC	2018-07-21 21:34:54.262 UTC
23121	All Data	9197ced742c353d4ddd6cbb7cee4ace6	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:34	America/New_York	19.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:34:54.259 UTC	
23122	All Data	b8d073ccba7d4603f57af3c0f38ca214	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:34	America/New_York	19.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:34:54.260 UTC	
23123	All Data	3037d9623954cd75f39bc252035500de	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:41	America/New_York	97.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	done ButtonPressed	2	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-21 21:41:24.404 UTC	2018-07-21 21:41:24.444 UTC
23124	All Data	2fb49ec2e17bd4dbb2c9630b711bae06	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:41	America/New_York	97.5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	submit_btn2 ButtonPressed	1	1	CORRECT	ans_table_c2																								UpdateTextField		(~p | ~q & ~p) | (~p | ~q & q) & (q | ~q)		Good move				none	none	Single-KC		KC273		Carnegie Mellon University	csdmpf18						-1	2018-07-21 21:41:24.322 UTC	2018-07-21 21:41:24.358 UTC
23125	All Data	cb7efa147f1c394b55b63955a17498ed	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:41	America/New_York	97.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:41:24.347 UTC	
23126	All Data	c5b4a9f8b1567ba00511c30794ac7ec7	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:41	America/New_York	97.5	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:41:24.348 UTC	
23127	All Data	6558512f2e3bdee9d2ca7648823d5728	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:42	America/New_York	79	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	submit_btn3 ButtonPressed	1	0	INCORRECT	ans_table_c3																								UpdateTextField		~p | ((q & ~p) | (q &		"First syntax error found with highlighting and bold <b style=""background-color: #FFFF00"">character</b>: <br></br>... | ((q & ~p) | (q &  <b style=""background-color: #FFFF00"">_</b>"				none	none	Single-KC		KC132		Carnegie Mellon University	csdmpf18						"[submit_btn3,ButtonPressed]"	2018-07-21 21:42:43.244 UTC	2018-07-21 21:42:43.276 UTC
23128	All Data	ece4d9ae6f9cb161f24966a949bccd42	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:42	America/New_York	3	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	done ButtonPressed	3	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-21 21:42:55.964 UTC	2018-07-21 21:42:55.985 UTC
23129	All Data	0d219513fbae8cb80d17afe341f14271	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:42	America/New_York	3	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	submit_btn3 ButtonPressed	2	1	CORRECT	ans_table_c3																								UpdateTextField		~p | ((q & ~p) | (q & ~q)) & (q | ~q)		Good move				none	none	Single-KC		KC132		Carnegie Mellon University	csdmpf18						-1	2018-07-21 21:42:55.901 UTC	2018-07-21 21:42:55.917 UTC
23130	All Data	3b9abd425e2a97939d75335dc03820d6	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:42	America/New_York	3	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					ans_table_c3																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:42:55.914 UTC	
23131	All Data	7d559a20b3a51bc783d8f4120b982f4a	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:42	America/New_York	3	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					group4																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:42:55.915 UTC	
23132	All Data	b60759823637076217c9a7c4ea2005f5	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.25	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	done ButtonPressed	4	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-21 21:43:24.842 UTC	2018-07-21 21:43:24.869 UTC
23133	All Data	eeaa85f115ebcd73bf6d067ba55d313f	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.25	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	submit_btn4 ButtonPressed	1	1	CORRECT	ans_table_c4																								UpdateTextField		~p | (q & ~p) & (q | ~q)		Good move				none	none	Single-KC		KC100		Carnegie Mellon University	csdmpf18						-1	2018-07-21 21:43:24.781 UTC	2018-07-21 21:43:24.795 UTC
23134	All Data	8a76a0a66dfb25cd2ad45ad6eaeaacec	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.25	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					ans_table_c4																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:43:24.792 UTC	
23135	All Data	2e491edbce6cf8c3643a2bc852af4a1b	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.25	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					group5																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:43:24.794 UTC	
23136	All Data	11728880b013cf6eab88af5183b69587	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.75	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	done ButtonPressed	5	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-21 21:43:55.513 UTC	2018-07-21 21:43:55.524 UTC
23137	All Data	4ab7ea917a804744720f618fe00431a9	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.75	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	submit_btn5 ButtonPressed	1	1	CORRECT	ans_table_c5																								UpdateTextField		~p & (q | ~q)		Good move				none	none	Single-KC		KC331		Carnegie Mellon University	csdmpf18						-1	2018-07-21 21:43:55.408 UTC	2018-07-21 21:43:55.421 UTC
23138	All Data	9d9fce1706332cfde379491ca93acf11	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.75	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					group6																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:43:55.420 UTC	
23139	All Data	a4fc130b316aa557b53f48aee529624e	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:43	America/New_York	7.75	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27					ans_table_c5																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-21 21:43:55.419 UTC	
23140	All Data	426e3c4208d1bbb129fa8f679408a3ff	Stu_37f7c463d4e05715399741219ad5b88a	bebd4ef90a0001dc7cd1a340351a1f0a	7/21/18 21:44	America/New_York	5.25	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/21/18 21:27	done ButtonPressed	6	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-21 21:44:16.144 UTC	2018-07-21 21:44:16.158 UTC
